GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
7950000US3600702,3600702,"Onondaga County (North) PUMA, New York",47988,1841,40,64,397,257,1118,536,1953,538,2408,609,2451,809,2895,767,3824,724,4612,942,3629,843,13176,1550,6338,1073,2136,605,1109,437,1209,570,693,428
7950000US3600703,3600703,"Onondaga County (Central)--Syracuse City (Outer) PUMA, New York",65650,1907,40,67,414,267,2248,591,3079,717,4454,757,5211,1061,5068,888,5596,983,7212,1100,4708,861,13315,1292,6562,1128,2889,647,1975,596,1988,534,891,340
7950000US3600704,3600704,"Cayuga & Onondaga (South) Counties PUMA, New York",44017,1591,153,179,720,402,1839,587,3038,590,2761,569,3636,662,4304,1019,3963,724,3255,787,2471,705,9883,978,4699,891,1166,325,718,253,607,243,804,276
7950000US3600800,3600800,"Wayne & Seneca Counties PUMA, New York",50496,1342,191,163,749,323,2732,822,2656,525,3979,768,4044,871,4635,897,4225,922,4282,871,3593,719,12245,1442,4670,993,911,421,543,269,436,282,605,268
7950000US3600901,3600901,"Monroe County (East) PUMA, New York",54567,1733,113,137,382,242,979,551,2157,620,2967,749,2739,764,2965,708,3792,859,5324,965,5260,1196,13657,1300,7380,1326,2829,813,2089,604,1627,524,307,265
7950000US3600902,3600902,"Monroe County (Central)--Rochester City (East) PUMA, New York",47005,2677,24,39,272,215,2335,829,1963,503,2520,629,5303,969,5746,1182,7101,1236,5026,1078,4398,814,9122,1322,1867,571,435,240,105,102,166,135,622,409
7950000US3600903,3600903,"Monroe County (Central)--Rochester City (West) PUMA, New York",37435,1958,63,76,444,289,1935,630,2025,576,3102,818,2602,720,3648,954,4674,903,5097,1220,3919,880,7137,1345,1514,692,714,398,166,204,210,205,185,181
7950000US3600904,3600904,"Monroe County (Central)--Greece & Gates Towns PUMA, New York",53507,1610,0,192,215,183,1227,585,2395,594,1979,729,3689,1044,4111,997,5263,1135,4783,932,4551,1046,16512,1629,5109,994,1604,641,421,365,655,337,993,604
7950000US3600905,3600905,"Monroe County (North & West) PUMA, New York",39808,1805,79,135,274,270,864,381,1674,643,2298,622,2213,633,1817,634,2760,749,2657,754,3324,890,13773,1830,4913,937,1616,543,872,414,621,304,53,88
7950000US3600906,3600906,"Monroe County (South) PUMA, New York",66902,2667,0,192,241,211,958,445,2053,709,3353,850,2429,644,4979,1038,3626,1011,5682,1209,6136,1263,17646,2238,9483,1215,4193,901,2181,557,3476,752,466,265
7950000US3601000,3601000,"Genesee & Orleans Counties PUMA, New York",39793,1150,81,134,494,245,1775,444,3248,709,2941,555,3730,820,3670,882,4381,930,3060,667,3016,695,8482,1023,2636,662,762,330,400,261,264,179,853,268
7950000US3601101,3601101,"Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA, New York",44915,1784,44,73,523,279,2729,652,3974,1017,4882,1011,4296,874,4847,993,4410,903,3652,886,2680,711,7811,1353,2771,837,1293,540,426,344,211,221,366,275
7950000US3601102,3601102,"Niagara County (North & East) PUMA, New York",41871,1910,295,445,751,531,2164,644,1911,527,3709,949,3823,775,4420,1202,3365,816,3623,987,1863,681,8064,1249,4145,818,1248,481,1007,384,979,548,504,277
7950000US3601201,3601201,"Erie County (Northwest) PUMA, New York",44657,1804,0,192,367,246,1226,406,2285,578,3754,884,3102,722,4188,1127,3766,978,3735,1032,3012,797,13705,1375,3347,849,1342,572,267,193,382,287,179,227
7950000US3601202,3601202,"Erie County (North Central) PUMA, New York",50286,1940,349,250,274,264,1644,721,1524,579,2543,682,2665,692,2516,823,3785,975,4886,1092,3533,884,14570,1543,7405,1377,1985,697,1433,574,835,397,339,233
7950000US3601203,3601203,"Erie County (Northeast) PUMA, New York",46712,1979,75,125,658,297,1137,438,1800,595,2931,831,4233,1038,4144,899,3760,988,2744,840,2311,842,10968,1456,5912,1324,2481,634,1485,570,1762,590,311,235
7950000US3601204,3601204,"Erie County (Central) PUMA, New York",66143,2145,48,80,789,425,2477,709,3814,769,6087,967,6105,1046,6911,1109,6756,1132,7229,1226,5555,1134,14135,1298,3909,919,1229,512,458,263,155,122,486,278
7950000US3601205,3601205,"Erie County (West Central)--Buffalo City (East) PUMA, New York",58418,2358,210,226,2406,573,6403,1203,4973,881,4487,862,6814,1288,7042,1217,6726,1231,5849,1169,4812,1103,6192,1365,770,389,269,195,0,192,99,120,1366,466
7950000US3601206,3601206,"Erie County (West Central)--Buffalo City (West) PUMA, New York",47721,2253,281,168,992,434,2120,571,3124,803,2840,754,4695,1108,6502,1243,4532,1025,4613,1012,4449,1007,8338,1317,1665,484,1209,479,647,298,564,274,1150,600
7950000US3601207,3601207,"Erie County (South) PUMA, New York",66536,2276,45,77,608,258,1647,476,2236,648,5004,961,5436,976,4933,981,6911,1238,3696,809,4413,1076,17435,1740,7016,1090,2793,775,2318,691,1104,443,941,400
7950000US3601300,3601300,"Livingston & Wyoming Counties PUMA, New York",39642,1060,75,98,540,326,1533,434,2435,545,4082,871,3749,871,4040,709,3414,704,3482,860,2840,570,8116,997,2800,577,809,369,529,310,448,242,750,276
7950000US3601400,3601400,"Ontario & Yates Counties PUMA, New York",53915,1596,37,90,328,226,1988,528,2653,722,4045,790,5068,849,3975,848,4030,819,3708,848,3750,786,13005,1275,5922,932,2097,613,1755,810,883,399,671,296
7950000US3601500,3601500,"Madison & Cortland Counties PUMA, New York",42758,1611,28,32,735,336,1736,561,2708,647,3007,709,3408,725,3808,834,3147,749,4277,973,2793,674,9499,1205,4182,879,1460,491,319,214,948,374,703,251
7950000US3601600,3601600,"Fulton & Montgomery Counties PUMA, New York",42734,1301,20,34,445,251,2392,668,2915,639,4415,838,4592,1028,4152,794,4535,967,3402,839,2813,870,8507,1236,2379,558,265,143,169,140,432,282,1301,612
7950000US3601700,3601700,"Schenectady County--Schenectady City PUMA, New York",48720,1926,99,118,370,375,1237,465,2239,662,2455,722,2743,584,3411,729,4270,810,3443,824,4542,980,11994,1347,6263,1118,2685,741,1259,428,992,435,718,648
7950000US3601801,3601801,"Saratoga County (South & Central) PUMA, New York",44377,1656,143,168,446,302,1355,572,953,436,1455,547,1845,618,2597,934,2604,805,2207,852,1971,729,13892,1937,5938,1094,3556,930,2071,768,2879,654,465,311
7950000US3601802,3601802,"Saratoga County (Outer) PUMA, New York",49326,1920,0,192,616,393,1351,443,1949,524,2731,799,2817,719,3280,886,3291,1008,3128,902,2443,670,10819,1338,8057,1376,3419,801,2741,632,2031,627,653,414
7950000US3601900,3601900,"Rensselaer County--Troy City PUMA, New York",62816,1588,21,37,641,297,1821,706,2189,628,2549,704,4074,909,4622,820,4696,980,6060,1255,3244,611,16279,1801,8172,1212,4699,1017,2388,720,756,315,605,365
7950000US3602001,3602001,"Albany County (East Central)--Albany City PUMA, New York",44892,2193,64,81,344,310,1289,545,1487,494,1760,598,2493,1009,1985,694,4433,1060,5414,1435,5391,1389,12927,1710,4445,902,1482,503,649,396,487,262,242,209
7950000US3602002,3602002,"Albany County (Outside Albany City) PUMA, New York",80437,2065,98,131,557,344,1479,439,2375,654,3907,960,3900,763,5693,1132,4645,911,5542,1445,4301,872,21828,1991,12363,1288,6961,1059,2754,680,3279,771,755,537
7950000US3602100,3602100,"Columbia & Greene Counties PUMA, New York",41558,1707,0,192,505,351,1495,623,2425,624,2562,636,2606,641,3443,874,2998,695,2957,600,2710,775,9492,1313,4804,822,2433,653,1181,363,866,260,1081,409
7950000US3602201,3602201,"Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA, New York",50253,1752,69,92,671,449,1833,619,3446,793,5526,1082,5811,1296,3793,742,5591,1102,5181,1162,3791,1010,9789,1398,2584,635,708,371,306,235,408,258,746,384
7950000US3602202,3602202,"Broome (Outer West) & Tioga Counties PUMA, New York",41883,1502,568,357,739,468,2230,764,2054,570,3730,821,4251,904,4736,781,3404,887,2498,606,2566,812,8104,1146,3358,784,1410,441,449,225,705,387,1081,542
7950000US3602203,3602203,"Chenango, Delaware & Broome (East) Counties PUMA; New York",42770,1615,235,191,1378,509,3266,570,3021,601,4206,790,4745,917,4873,810,3152,629,3023,728,2294,577,7390,991,2660,663,602,290,343,188,180,97,1402,444
7950000US3602300,3602300,"Tompkins County PUMA, New York",37683,1516,94,160,369,267,809,459,1465,454,1461,529,2160,607,2609,835,1858,583,3729,1242,3047,968,9856,1546,4981,813,1947,641,1021,458,1398,557,879,399
7950000US3602401,3602401,"Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA, New York",41759,1619,109,121,581,289,2291,720,2453,585,3192,773,3516,809,3741,779,3034,838,4871,1176,3503,871,8505,1258,3051,876,1328,417,509,302,434,216,641,409
7950000US3602402,3602402,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA; New York",37389,1328,111,136,808,297,3014,577,2604,488,3434,582,4675,726,3881,740,2943,658,2708,622,2219,421,6789,835,2150,479,639,250,200,133,211,100,1003,375
7950000US3602500,3602500,"Cattaraugus & Allegany Counties PUMA, New York",49474,1383,506,215,1149,356,3970,665,4884,614,5616,694,6460,816,5279,782,4323,600,3576,575,2900,610,6940,749,1832,383,446,189,467,263,165,122,961,305
7950000US3602600,3602600,"Chautauqua County PUMA, New York",51705,1835,51,86,1531,500,2619,577,5933,943,5815,912,7128,1062,6318,984,4957,785,3504,724,3474,893,6486,831,2289,525,419,205,188,109,259,167,734,250
7950000US3602701,3602701,"Sullivan & Ulster (West) Counties PUMA, New York",36989,1763,0,192,418,281,1294,553,1664,618,2299,795,3384,993,2480,726,3421,1034,1733,610,2680,901,7821,1248,3935,909,2748,770,709,307,909,429,1494,719
7950000US3602702,3602702,"Ulster County (East) PUMA, New York",56340,2044,0,192,403,290,812,331,1321,542,2998,1038,1940,488,2477,628,3515,905,4601,1082,2899,912,14740,1541,9245,1230,5372,935,2669,809,2286,703,1062,565
7950000US3602801,3602801,"Dutchess County (North & East) PUMA, New York",44811,1747,0,192,134,167,350,254,748,272,728,285,1256,395,2007,658,2759,890,2566,715,3576,858,9309,969,7906,1105,5911,947,3247,736,3673,671,641,308
7950000US3602802,3602802,"Dutchess County (Southwest) PUMA, New York",63389,2002,100,157,170,175,749,383,979,505,911,454,2305,880,1586,563,3142,867,3504,811,3301,780,16852,1853,11107,1674,6643,1254,4933,900,5804,1091,1303,647
7950000US3602901,3602901,"Orange County (Northeast)--Greater Newburgh City PUMA, New York",43781,1836,53,88,0,192,432,359,660,425,573,393,1147,446,1858,734,1668,678,3033,671,2483,820,11564,1565,8781,1215,4879,969,3128,777,2851,828,671,420
7950000US3602902,3602902,"Orange County (Northwest) PUMA, New York",41041,1545,136,131,303,333,752,411,676,315,1158,465,1772,707,1145,442,1396,468,1702,602,2296,748,12281,1584,6877,1279,3714,961,3701,894,2705,673,427,385
7950000US3602903,3602903,"Orange County (Southeast) PUMA, New York",39543,1796,35,58,44,73,52,46,121,129,380,282,898,459,1221,870,1069,493,1781,764,2121,781,9192,1256,6913,1159,5286,1131,3904,895,5415,1075,1111,568
7950000US3603001,3603001,"Rockland County (North)--New City & Congers PUMA, New York",34028,1599,0,192,0,192,273,225,180,184,114,144,348,259,244,197,644,391,641,351,786,341,7491,1366,5879,1221,5543,936,3635,721,7999,1061,251,253
7950000US3603002,3603002,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA; New York",36245,1794,0,192,83,134,462,375,152,160,282,280,237,205,396,264,356,339,724,428,1007,446,6835,1204,4310,899,6951,1311,4355,917,9991,1334,104,145
7950000US3603003,3603003,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA; New York",28984,1487,142,126,508,316,184,184,136,108,591,402,406,243,364,219,585,319,271,147,752,370,6989,1005,5363,1129,4728,1002,2643,727,4515,1046,807,467
7950000US3603101,3603101,"Putnam County PUMA, New York",35871,1314,0,192,0,192,172,227,166,150,540,262,241,184,484,302,1396,548,893,453,1821,667,6654,1114,5089,968,5744,1059,4505,933,7706,1089,460,346
7950000US3603102,3603102,"Westchester County (Northwest) PUMA, New York",50768,2018,199,187,142,134,666,398,547,402,517,336,436,232,952,422,772,468,1069,557,1587,574,10898,1580,9636,1397,5560,982,5175,1016,11411,1090,1201,595
7950000US3603103,3603103,"Westchester County (Northeast) PUMA, New York",47931,1704,128,125,182,195,337,429,757,430,313,394,335,242,517,269,746,398,877,385,1238,656,8413,1205,6301,1162,5536,1195,4882,927,16676,1675,693,443
7950000US3603104,3603104,"Westchester County (Southeast) PUMA, New York",39625,1917,230,177,378,285,706,363,640,360,330,252,661,478,1147,548,815,422,578,340,634,349,4634,983,5775,1158,5184,1248,3492,871,14131,1357,290,231
7950000US3603105,3603105,"Westchester County (Central)--White Plains City PUMA, New York",60389,1970,544,333,484,368,591,370,436,299,777,409,921,423,889,481,921,439,1996,786,1365,630,9717,1577,8824,1421,7626,1454,4705,939,19816,1619,777,523
7950000US3603106,3603106,"Westchester County (Southwest)--Yonkers City PUMA, New York",72040,2362,800,434,973,493,1994,831,2226,763,1854,789,1153,435,1119,474,3197,968,2916,981,4273,1072,19579,1805,13951,2035,5374,1027,3655,1017,7483,1292,1493,769
7950000US3603107,3603107,"Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA, New York",70354,2506,732,395,505,318,1378,811,922,416,1002,464,1363,545,967,506,1206,588,2201,751,2279,572,17092,2052,12775,1600,6740,1269,4035,879,16157,1458,1000,598
7950000US3603201,3603201,"Nassau County (Northwest)--North Hempstead Town (North) PUMA, New York",39823,1780,328,181,97,93,148,128,217,182,278,213,536,362,459,380,660,385,497,256,718,392,4857,932,5084,983,5706,938,4927,888,14918,1286,393,266
7950000US3603202,3603202,"Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA, New York",39271,1642,0,192,0,192,197,200,361,440,261,212,865,514,244,197,302,218,297,201,1213,667,5130,1049,5908,926,4324,886,5198,915,14675,1356,296,211
7950000US3603203,3603203,"Nassau County (East Central)--Oyster Bay Town (Central) PUMA, New York",33458,1710,0,192,74,122,219,163,125,152,195,186,788,469,641,290,273,209,1033,386,896,437,5984,1062,6069,1013,4342,1028,4307,1020,8386,1193,126,184
7950000US3603204,3603204,"Nassau County (West Central)--North Hempstead Town (South) PUMA, New York",35830,1696,41,68,87,108,39,66,40,65,133,96,223,168,520,289,710,388,836,365,707,334,8067,1052,7180,1272,3388,845,4199,1112,9127,1298,533,316
7950000US3603205,3603205,"Nassau County (West Central)--Hempstead Town (Northwest) PUMA, New York",34492,2060,67,110,275,261,130,125,185,130,182,224,186,176,366,277,481,270,438,317,666,296,6781,993,5991,1076,3893,813,4847,892,9687,1284,317,287
7950000US3603206,3603206,"Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA, New York",39362,2017,247,242,177,181,794,390,549,306,453,238,536,306,1252,488,1173,479,820,399,1173,452,9097,1375,6428,1164,6682,1133,4184,931,5266,1053,531,407
7950000US3603207,3603207,"Nassau County (Central)--Hempstead Town (Northeast) PUMA, New York",37090,2014,0,192,89,88,895,414,93,124,742,281,860,399,704,395,377,312,593,354,690,301,7461,1098,4379,835,4537,1086,5555,1026,9884,1506,231,186
7950000US3603208,3603208,"Nassau County (Southeast)--Oyster Bay Town (South) PUMA, New York",37152,1830,0,192,72,121,172,141,407,278,399,270,235,192,365,242,443,261,991,398,1463,441,6560,974,4525,992,5104,975,4702,920,11294,1228,420,341
7950000US3603209,3603209,"Nassau County (Central)--Hempstead Town (East Central) PUMA, New York",34409,1914,0,192,0,192,223,190,25,41,554,306,180,176,131,130,503,294,431,310,559,298,5949,1228,4987,1069,3583,868,4418,891,12414,1417,452,314
7950000US3603210,3603210,"Nassau County (South Central)--Hempstead Town (Southeast) PUMA, New York",36136,1616,48,80,45,76,110,134,274,190,523,393,304,302,286,313,280,305,1138,600,685,336,6717,1148,5815,988,4718,950,4843,1012,9866,1291,484,336
7950000US3603211,3603211,"Nassau County (West Central)--Hempstead Town (West Central) PUMA, New York",36565,2066,0,192,38,63,269,184,229,179,407,327,588,323,418,290,952,355,675,451,1342,604,8015,1174,4612,963,4972,1224,4855,1104,8832,1524,361,223
7950000US3603212,3603212,"Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA, New York",37178,2366,258,257,9,16,521,327,413,251,572,329,481,305,587,277,468,345,954,553,411,257,6518,1422,6527,1357,4839,1012,3820,1028,9856,1314,944,639
7950000US3603301,3603301,"Suffolk County (Northwest)--Huntington Town (North) PUMA, New York",34268,1717,0,192,114,136,182,237,247,224,182,176,446,314,141,169,146,163,541,317,728,267,5434,1231,4634,876,6343,1294,4664,939,9918,1322,548,316
7950000US3603302,3603302,"Suffolk County (Northwest)--Huntington Town (South) PUMA, New York",33099,1623,0,192,107,129,270,196,34,58,324,310,567,337,345,236,221,219,327,205,605,293,5604,941,4408,954,3883,843,4669,1034,11572,1471,163,139
7950000US3603303,3603303,"Suffolk County (Northwest)--Smithtown Town PUMA, New York",39118,1725,30,50,84,136,0,192,48,82,679,404,422,331,416,252,461,291,808,357,1224,520,7067,1192,4530,966,4931,1026,6155,1211,12137,1348,126,143
7950000US3603304,3603304,"Suffolk County (North Central)--Brookhaven Town (North) PUMA, New York",36190,2105,164,175,52,85,59,72,320,190,135,142,710,414,988,501,487,267,1111,567,903,399,5420,1106,5876,959,5821,1266,5161,984,8812,1355,171,163
7950000US3603305,3603305,"Suffolk County (East) PUMA, New York",52451,2039,13,21,84,84,520,460,361,224,1792,804,420,288,2487,894,1668,615,2671,959,1462,533,10235,1657,8332,1435,8691,1624,3414,986,9601,1449,700,374
7950000US3603306,3603306,"Suffolk County (South Central)--Brookhaven Town (South) PUMA, New York",41486,2247,0,192,0,192,458,344,89,71,232,208,666,409,783,480,904,386,1235,508,1824,617,7654,1309,9111,1383,7461,1335,3227,792,7796,1443,46,56
7950000US3603307,3603307,"Suffolk County (Central)--Brookhaven Town (Central) PUMA, New York",43800,2309,296,488,204,245,352,224,490,353,479,396,155,168,274,330,981,528,1252,689,2835,1020,9421,1536,6701,1194,9481,1726,5832,1058,4749,1038,298,289
7950000US3603308,3603308,"Suffolk County (Central)--Brookhaven Town (West Central) PUMA, New York",33262,1847,39,64,41,69,120,109,184,140,291,237,364,276,421,253,827,466,1027,579,1603,525,4944,888,6165,1072,6022,957,5495,965,5170,845,549,483
7950000US3603309,3603309,"Suffolk County (Central)--Islip Town (East) PUMA, New York",34192,1956,0,192,154,150,41,68,71,117,76,90,102,102,282,199,565,407,673,247,1509,610,6763,1089,5923,1043,6119,1313,5155,986,6255,980,504,414
7950000US3603310,3603310,"Suffolk County (Central)--Islip Town (Northwest) PUMA, New York",29923,1808,0,192,178,292,1176,646,245,299,331,224,520,368,601,362,855,389,724,337,1157,407,5225,1139,5655,1005,7006,1197,3993,880,2014,645,243,274
7950000US3603311,3603311,"Suffolk County (Southwest)--Islip Town (South) PUMA, New York",32480,1878,31,52,28,46,161,159,55,89,181,184,188,160,167,181,217,185,1163,638,720,321,6675,1366,6618,1189,5064,1092,4612,809,6102,902,498,556
7950000US3603312,3603312,"Suffolk County (Southwest)--Babylon Town (Southeast) PUMA, New York",31194,1816,0,192,0,192,139,140,191,259,46,73,259,252,332,300,406,245,491,306,758,428,6608,1154,6281,1158,5207,981,4301,977,5714,933,461,335
7950000US3603313,3603313,"Suffolk County (West Central)--Babylon Town (Northwest) PUMA, New York",32848,1998,0,192,50,84,65,106,796,570,0,192,160,160,408,298,632,388,863,448,1072,501,7744,1235,5274,1060,5867,1171,5015,1118,4673,932,229,231
7950000US3603701,3603701,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA; New York",42158,2193,1952,684,1003,446,1656,690,791,413,1085,568,1102,598,1814,782,1399,732,1331,525,1364,687,15676,1733,7545,1352,2389,752,1178,538,1587,542,286,237
7950000US3603702,3603702,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA; New York",49817,2594,352,176,354,260,1236,530,1206,440,1455,717,843,454,1121,496,1270,439,2676,952,2981,995,15091,1907,8750,1401,4824,1163,2723,601,4704,1104,231,190
7950000US3603703,3603703,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA; New York",44329,2984,4701,2026,455,421,1378,1138,1498,1106,2259,1203,708,509,2134,809,1626,803,1940,977,1806,834,12148,1861,5509,1303,3221,981,1849,582,2638,814,459,375
7950000US3603704,3603704,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA; New York",44476,2185,325,239,203,173,1333,607,1008,617,934,471,721,467,1350,585,1196,491,2024,656,2451,842,17569,1737,8225,1398,2497,767,1684,542,2296,602,660,416
7950000US3603705,3603705,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA; New York",58706,2565,310,258,765,383,6407,1397,3757,978,2895,1052,1556,547,3330,1150,3699,1115,2690,914,4538,971,19130,2214,5984,1361,1454,545,325,214,451,330,1415,580
7950000US3603706,3603706,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA; New York",46018,2813,286,274,186,171,1817,618,1682,760,1498,753,1215,768,1129,736,1835,691,1806,822,3281,1085,21131,2636,6181,1318,1329,681,198,261,852,631,1592,826
7950000US3603707,3603707,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA; New York",46654,2341,104,137,447,327,1975,589,2193,814,2240,787,877,496,1824,682,1220,552,2439,796,3755,1017,20394,2060,6101,1236,893,567,521,443,297,236,1374,709
7950000US3603708,3603708,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA; New York",50192,2532,685,435,799,457,2396,782,1791,841,1177,662,2130,826,1556,702,1568,705,2772,882,4097,1181,22438,2377,5549,1251,880,535,144,182,190,180,2020,818
7950000US3603709,3603709,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA; New York",63433,3155,1012,539,632,393,4246,1099,1725,795,1082,755,1023,393,1593,652,3219,790,3590,1009,2978,951,23547,2766,9765,1398,3313,972,2057,646,2381,774,1270,723
7950000US3603710,3603710,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",52756,2529,287,296,1360,683,6511,1573,3808,993,2452,852,1834,759,2657,881,2418,732,2571,876,3585,1072,16905,2222,5153,1154,1170,530,874,488,667,402,504,386
7950000US3603801,3603801,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",76174,3426,824,410,1132,604,2829,878,1944,771,1758,640,2092,949,2462,1148,3207,1076,2897,872,4684,1074,22614,2673,17126,2119,7778,1291,1385,503,1554,512,1888,1009
7950000US3603802,3603802,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA; New York",44790,2581,460,269,2143,862,1886,842,1945,788,1025,506,867,400,1430,769,1629,716,3571,1008,2139,757,9464,1551,5952,1401,5022,1023,3397,1123,2969,807,891,578
7950000US3603803,3603803,"NYC-Manhattan Community District 10--Central Harlem PUMA, New York",58217,3433,1353,617,616,342,3133,1087,2731,917,2684,1056,2319,914,1969,794,2252,907,4045,1101,6180,1507,11482,1547,7342,1610,3378,860,3574,973,3292,926,1867,747
